Hospital_ID,sex,Percent_Hospital,Percent_Region,Percent_State,outcome,Region
37494,Male,26%,25%,35%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37494,Female,38%,32%,38%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
37494,Male,45%,39%,40%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
37495,Female,100%,92%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
37495,Male,100%,93%,95%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
37495,Female,97%,98%,98%,Early Antithrombotics (2 days),East Central
37495,Male,97%,99%,98%,Early Antithrombotics (2 days),East Central
37495,Female,100%,98%,98%,VTE Prophylaxis,East Central
37495,Male,100%,99%,98%,VTE Prophylaxis,East Central
37495,Female,98%,100%,99%,Antithrombotics at discharge,East Central
37495,Male,100%,100%,99%,Antithrombotics at discharge,East Central
37495,Female,100%,98%,97%,Anticoagulation for AF at discharge,East Central
37495,Male,100%,96%,97%,Anticoagulation for AF at discharge,East Central
37495,Female,100%,98%,97%,Statins at Discharge,East Central
37495,Male,100%,97%,98%,Statins at Discharge,East Central
37495,Female,100%,96%,98%,Smoking Cessation Counseling,East Central
37495,Male,89%,95%,97%,Smoking Cessation Counseling,East Central
37495,Female,96%,94%,93%,Defect Free Care,East Central
37495,Male,94%,94%,93%,Defect Free Care,East Central
37495,Female,33%,38%,52%,Door To Needle Time Within 60 Minutes,East Central
37495,Female,3%,24%,34%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37495,Male,4%,25%,35%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37495,Female,21%,32%,38%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
37495,Male,30%,39%,40%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
37496,Female,100%,92%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
37496,Male,100%,93%,95%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
37496,Female,100%,98%,98%,Early Antithrombotics (2 days),East Central
37496,Male,100%,99%,98%,Early Antithrombotics (2 days),East Central
37496,Female,100%,98%,98%,VTE Prophylaxis,East Central
37496,Male,97%,99%,98%,VTE Prophylaxis,East Central
37496,Female,100%,100%,99%,Antithrombotics at discharge,East Central
37496,Male,100%,100%,99%,Antithrombotics at discharge,East Central
37496,Female,100%,98%,97%,Anticoagulation for AF at discharge,East Central
37496,Male,100%,96%,97%,Anticoagulation for AF at discharge,East Central
37496,Female,96%,98%,97%,Statins at Discharge,East Central
37496,Male,95%,97%,98%,Statins at Discharge,East Central
37496,Female,100%,96%,98%,Smoking Cessation Counseling,East Central
37496,Male,100%,95%,97%,Smoking Cessation Counseling,East Central
37496,Female,97%,94%,93%,Defect Free Care,East Central
37496,Male,94%,94%,93%,Defect Free Care,East Central
37496,Female,50%,38%,52%,Door To Needle Time Within 60 Minutes,East Central
37496,Male,100%,50%,56%,Door To Needle Time Within 60 Minutes,East Central
37496,Female,19%,24%,34%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37496,Male,34%,25%,35%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37496,Female,67%,32%,38%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
37496,Male,60%,39%,40%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
37556,Male,100%,95%,95%,rtPA Arrive by 2 hour and Treat by 3 hour,West Central
37556,Female,95%,97%,98%,Early Antithrombotics (2 days),West Central
37556,Male,97%,98%,98%,Early Antithrombotics (2 days),West Central
37556,Female,95%,98%,98%,VTE Prophylaxis,West Central
37556,Male,95%,97%,98%,VTE Prophylaxis,West Central
37556,Female,98%,99%,99%,Antithrombotics at discharge,West Central
37556,Male,95%,99%,99%,Antithrombotics at discharge,West Central
37556,Female,100%,97%,97%,Anticoagulation for AF at discharge,West Central
37556,Male,100%,98%,97%,Anticoagulation for AF at discharge,West Central
37556,Female,97%,96%,97%,Statins at Discharge,West Central
37556,Male,96%,98%,98%,Statins at Discharge,West Central
37556,Female,100%,99%,98%,Smoking Cessation Counseling,West Central
37556,Male,100%,99%,97%,Smoking Cessation Counseling,West Central
37556,Female,86%,92%,93%,Defect Free Care,West Central
37556,Male,90%,93%,93%,Defect Free Care,West Central
37556,Male,50%,43%,56%,Door To Needle Time Within 60 Minutes,West Central
37556,Female,20%,30%,34%,Door to CT Time Within 25 Minutes (All Strokes),West Central
37556,Male,22%,34%,35%,Door to CT Time Within 25 Minutes (All Strokes),West Central
37556,Male,22%,32%,40%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,West Central
37818,Female,89%,68%,68%,rtPA Arrive by 2 hour and Treat by 3 hour,PR
37818,Male,100%,66%,66%,rtPA Arrive by 2 hour and Treat by 3 hour,PR
37818,Female,83%,83%,83%,Early Antithrombotics (2 days),PR
37818,Male,88%,86%,86%,Early Antithrombotics (2 days),PR
37818,Female,89%,79%,79%,VTE Prophylaxis,PR
37818,Male,90%,79%,79%,VTE Prophylaxis,PR
37818,Female,96%,93%,93%,Antithrombotics at discharge,PR
37818,Male,96%,93%,93%,Antithrombotics at discharge,PR
37818,Female,100%,90%,90%,Anticoagulation for AF at discharge,PR
37818,Male,94%,94%,94%,Anticoagulation for AF at discharge,PR
37818,Female,85%,83%,83%,Statins at Discharge,PR
37818,Male,90%,84%,84%,Statins at Discharge,PR
37818,Female,100%,100%,100%,Smoking Cessation Counseling,PR
37818,Male,100%,94%,94%,Smoking Cessation Counseling,PR
37818,Female,72%,63%,63%,Defect Free Care,PR
37818,Male,77%,64%,64%,Defect Free Care,PR
37818,Female,47%,50%,50%,Door To Needle Time Within 60 Minutes,PR
37818,Male,53%,48%,48%,Door To Needle Time Within 60 Minutes,PR
37818,Female,13%,25%,25%,Door to CT Time Within 25 Minutes (All Strokes),PR
37818,Male,24%,31%,31%,Door to CT Time Within 25 Minutes (All Strokes),PR
37818,Female,50%,56%,56%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,PR
37818,Male,45%,53%,53%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,PR
37896,Female,97%,86%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,North
37896,Male,97%,94%,95%,rtPA Arrive by 2 hour and Treat by 3 hour,North
37896,Female,100%,98%,98%,Early Antithrombotics (2 days),North
37896,Male,98%,99%,98%,Early Antithrombotics (2 days),North
37896,Female,96%,95%,98%,VTE Prophylaxis,North
37896,Male,98%,96%,98%,VTE Prophylaxis,North
37896,Female,99%,99%,99%,Antithrombotics at discharge,North
37896,Male,100%,99%,99%,Antithrombotics at discharge,North
37896,Female,100%,97%,97%,Anticoagulation for AF at discharge,North
37896,Male,100%,99%,97%,Anticoagulation for AF at discharge,North
37896,Female,98%,95%,97%,Statins at Discharge,North
37896,Male,97%,96%,98%,Statins at Discharge,North
37896,Female,95%,98%,98%,Smoking Cessation Counseling,North
37896,Male,98%,99%,97%,Smoking Cessation Counseling,North
37896,Female,94%,90%,93%,Defect Free Care,North
37896,Male,95%,92%,93%,Defect Free Care,North
37896,Female,62%,41%,52%,Door To Needle Time Within 60 Minutes,North
37896,Male,70%,53%,56%,Door To Needle Time Within 60 Minutes,North
37896,Female,34%,38%,34%,Door to CT Time Within 25 Minutes (All Strokes),North
37896,Male,32%,38%,35%,Door to CT Time Within 25 Minutes (All Strokes),North
37896,Female,49%,38%,38%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,North
37896,Male,62%,48%,40%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,North
40934,Female,67%,86%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,
40934,Male,60%,94%,95%,rtPA Arrive by 2 hour and Treat by 3 hour,
40934,Female,97%,98%,98%,Early Antithrombotics (2 days),
40934,Male,97%,99%,98%,Early Antithrombotics (2 days),
40934,Female,90%,95%,98%,VTE Prophylaxis,
40934,Male,93%,96%,98%,VTE Prophylaxis,
40934,Female,97%,99%,99%,Antithrombotics at discharge,
40934,Male,100%,99%,99%,Antithrombotics at discharge,
40934,Female,100%,97%,97%,Anticoagulation for AF at discharge,
40934,Male,100%,99%,97%,Anticoagulation for AF at discharge,
40934,Female,93%,95%,97%,Statins at Discharge,
40934,Male,96%,96%,98%,Statins at Discharge,
40934,Female,100%,98%,98%,Smoking Cessation Counseling,
40934,Male,100%,99%,97%,Smoking Cessation Counseling,
40934,Female,80%,90%,93%,Defect Free Care,
40934,Male,86%,92%,93%,Defect Free Care,
40934,Female,25%,41%,52%,Door To Needle Time Within 60 Minutes,
40934,Male,67%,53%,56%,Door To Needle Time Within 60 Minutes,
40934,Female,40%,38%,34%,Door to CT Time Within 25 Minutes (All Strokes),
40934,Male,31%,38%,35%,Door to CT Time Within 25 Minutes (All Strokes),
40934,Female,27%,38%,38%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,
40934,Male,55%,48%,40%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,
43254,Female,82%,68%,68%,rtPA Arrive by 2 hour and Treat by 3 hour,PR
43254,Male,93%,66%,66%,rtPA Arrive by 2 hour and Treat by 3 hour,PR
43254,Female,100%,83%,83%,Early Antithrombotics (2 days),PR
43254,Male,89%,86%,86%,Early Antithrombotics (2 days),PR
43254,Female,87%,79%,79%,VTE Prophylaxis,PR
43254,Male,87%,79%,79%,VTE Prophylaxis,PR
43254,Female,100%,93%,93%,Antithrombotics at discharge,PR
43254,Male,100%,93%,93%,Antithrombotics at discharge,PR
43254,Female,100%,90%,90%,Anticoagulation for AF at discharge,PR
43254,Male,100%,94%,94%,Anticoagulation for AF at discharge,PR
43254,Female,100%,83%,83%,Statins at Discharge,PR
43254,Male,100%,84%,84%,Statins at Discharge,PR
43254,Female,100%,100%,100%,Smoking Cessation Counseling,PR
43254,Male,100%,94%,94%,Smoking Cessation Counseling,PR
43254,Female,77%,63%,63%,Defect Free Care,PR
43254,Male,82%,64%,64%,Defect Free Care,PR
43254,Female,48%,50%,50%,Door To Needle Time Within 60 Minutes,PR
43254,Male,55%,48%,48%,Door To Needle Time Within 60 Minutes,PR
43254,Female,97%,25%,25%,Door to CT Time Within 25 Minutes (All Strokes),PR
43254,Male,81%,31%,31%,Door to CT Time Within 25 Minutes (All Strokes),PR
43254,Female,92%,56%,56%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,PR
43254,Male,88%,53%,53%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,PR
45054,Male,25%,66%,66%,rtPA Arrive by 2 hour and Treat by 3 hour,PR
45054,Female,56%,83%,83%,Early Antithrombotics (2 days),PR
45054,Male,53%,86%,86%,Early Antithrombotics (2 days),PR
45054,Female,71%,79%,79%,VTE Prophylaxis,PR
45054,Male,41%,79%,79%,VTE Prophylaxis,PR
45054,Female,70%,93%,93%,Antithrombotics at discharge,PR
45054,Male,84%,93%,93%,Antithrombotics at discharge,PR
45054,Female,67%,90%,90%,Anticoagulation for AF at discharge,PR
45054,Male,100%,94%,94%,Anticoagulation for AF at discharge,PR
45054,Female,67%,83%,83%,Statins at Discharge,PR
45054,Male,60%,84%,84%,Statins at Discharge,PR
45054,Female,100%,100%,100%,Smoking Cessation Counseling,PR
45054,Male,33%,94%,94%,Smoking Cessation Counseling,PR
45054,Female,32%,63%,63%,Defect Free Care,PR
45054,Male,17%,64%,64%,Defect Free Care,PR
45054,Female,18%,25%,25%,Door to CT Time Within 25 Minutes (All Strokes),PR
45054,Male,52%,31%,31%,Door to CT Time Within 25 Minutes (All Strokes),PR
45054,Male,50%,53%,53%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,PR
47534,Female,100%,95%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,West Central
47534,Male,100%,95%,95%,rtPA Arrive by 2 hour and Treat by 3 hour,West Central
47534,Female,100%,97%,98%,Early Antithrombotics (2 days),West Central
47534,Male,100%,98%,98%,Early Antithrombotics (2 days),West Central
47534,Female,98%,98%,98%,VTE Prophylaxis,West Central
47534,Male,92%,97%,98%,VTE Prophylaxis,West Central
47534,Female,100%,99%,99%,Antithrombotics at discharge,West Central
47534,Male,100%,99%,99%,Antithrombotics at discharge,West Central
47534,Female,100%,97%,97%,Anticoagulation for AF at discharge,West Central
47534,Male,100%,98%,97%,Anticoagulation for AF at discharge,West Central
47534,Female,100%,96%,97%,Statins at Discharge,West Central
47534,Male,97%,98%,98%,Statins at Discharge,West Central
47534,Female,100%,99%,98%,Smoking Cessation Counseling,West Central
47534,Male,100%,99%,97%,Smoking Cessation Counseling,West Central
47534,Female,98%,92%,93%,Defect Free Care,West Central
47534,Male,90%,93%,93%,Defect Free Care,West Central
47534,Male,60%,43%,56%,Door To Needle Time Within 60 Minutes,West Central
47534,Female,93%,30%,34%,Door to CT Time Within 25 Minutes (All Strokes),West Central
47534,Male,84%,34%,35%,Door to CT Time Within 25 Minutes (All Strokes),West Central
47534,Female,33%,29%,38%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,West Central
47534,Male,28%,32%,40%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,West Central
47874,Female,100%,97%,98%,Early Antithrombotics (2 days),West Central
47874,Male,100%,98%,98%,Early Antithrombotics (2 days),West Central
47874,Female,100%,98%,98%,VTE Prophylaxis,West Central
47874,Male,83%,97%,98%,VTE Prophylaxis,West Central
47874,Female,100%,99%,99%,Antithrombotics at discharge,West Central
47874,Male,83%,99%,99%,Antithrombotics at discharge,West Central
47874,Male,100%,98%,97%,Anticoagulation for AF at discharge,West Central
47874,Male,83%,98%,98%,Statins at Discharge,West Central
47874,Male,67%,93%,93%,Defect Free Care,West Central
47874,Female,100%,30%,34%,Door to CT Time Within 25 Minutes (All Strokes),West Central
47874,Male,50%,34%,35%,Door to CT Time Within 25 Minutes (All Strokes),West Central
51154,Female,100%,68%,68%,rtPA Arrive by 2 hour and Treat by 3 hour,PR
51154,Male,100%,66%,66%,rtPA Arrive by 2 hour and Treat by 3 hour,PR
51154,Female,92%,83%,83%,Early Antithrombotics (2 days),PR
51154,Male,93%,86%,86%,Early Antithrombotics (2 days),PR
51154,Female,78%,79%,79%,VTE Prophylaxis,PR
51154,Male,70%,79%,79%,VTE Prophylaxis,PR
51154,Female,99%,93%,93%,Antithrombotics at discharge,PR
51154,Male,98%,93%,93%,Antithrombotics at discharge,PR
51154,Female,92%,90%,90%,Anticoagulation for AF at discharge,PR
51154,Male,100%,94%,94%,Anticoagulation for AF at discharge,PR
51154,Female,85%,83%,83%,Statins at Discharge,PR
51154,Male,86%,84%,84%,Statins at Discharge,PR
51154,Female,100%,100%,100%,Smoking Cessation Counseling,PR
51154,Male,100%,94%,94%,Smoking Cessation Counseling,PR
51154,Female,69%,63%,63%,Defect Free Care,PR
51154,Male,64%,64%,64%,Defect Free Care,PR
51154,Female,67%,50%,50%,Door To Needle Time Within 60 Minutes,PR
51154,Male,50%,48%,48%,Door To Needle Time Within 60 Minutes,PR
51154,Female,14%,25%,25%,Door to CT Time Within 25 Minutes (All Strokes),PR
51154,Male,18%,31%,31%,Door to CT Time Within 25 Minutes (All Strokes),PR
51154,Female,73%,56%,56%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,PR
51154,Male,81%,53%,53%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,PR
57095,Female,100%,96%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,South
57095,Male,100%,97%,95%,rtPA Arrive by 2 hour and Treat by 3 hour,South
57095,Female,100%,98%,98%,Early Antithrombotics (2 days),South
57095,Male,98%,97%,98%,Early Antithrombotics (2 days),South
57095,Female,96%,97%,98%,VTE Prophylaxis,South
57095,Male,95%,97%,98%,VTE Prophylaxis,South
57095,Female,98%,99%,99%,Antithrombotics at discharge,South
57095,Male,96%,99%,99%,Antithrombotics at discharge,South
57095,Female,100%,97%,97%,Anticoagulation for AF at discharge,South
57095,Male,83%,97%,97%,Anticoagulation for AF at discharge,South
57095,Female,98%,98%,97%,Statins at Discharge,South
57095,Male,100%,99%,98%,Statins at Discharge,South
57095,Female,100%,97%,98%,Smoking Cessation Counseling,South
57095,Male,100%,98%,97%,Smoking Cessation Counseling,South
57095,Female,93%,94%,93%,Defect Free Care,South
57095,Male,89%,94%,93%,Defect Free Care,South
57095,Female,57%,68%,52%,Door To Needle Time Within 60 Minutes,South
57095,Male,75%,66%,56%,Door To Needle Time Within 60 Minutes,South
57095,Female,28%,42%,34%,Door to CT Time Within 25 Minutes (All Strokes),South
57095,Male,30%,42%,35%,Door to CT Time Within 25 Minutes (All Strokes),South
57095,Female,50%,46%,38%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
57095,Male,36%,42%,40%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
57242,Female,100%,96%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,South
57242,Male,100%,97%,95%,rtPA Arrive by 2 hour and Treat by 3 hour,South
57242,Female,100%,98%,98%,Early Antithrombotics (2 days),South
57242,Male,100%,97%,98%,Early Antithrombotics (2 days),South
57242,Female,100%,97%,98%,VTE Prophylaxis,South
57242,Male,100%,97%,98%,VTE Prophylaxis,South
57242,Female,100%,99%,99%,Antithrombotics at discharge,South
57242,Male,100%,99%,99%,Antithrombotics at discharge,South
57242,Female,100%,97%,97%,Anticoagulation for AF at discharge,South
57242,Male,100%,97%,97%,Anticoagulation for AF at discharge,South
57242,Female,100%,98%,97%,Statins at Discharge,South
57242,Male,100%,99%,98%,Statins at Discharge,South
57242,Female,100%,97%,98%,Smoking Cessation Counseling,South
57242,Male,100%,98%,97%,Smoking Cessation Counseling,South
57242,Female,100%,94%,93%,Defect Free Care,South
57242,Male,100%,94%,93%,Defect Free Care,South
57242,Female,33%,68%,52%,Door To Needle Time Within 60 Minutes,South
57242,Male,67%,66%,56%,Door To Needle Time Within 60 Minutes,South
57242,Female,11%,42%,34%,Door to CT Time Within 25 Minutes (All Strokes),South
57242,Male,6%,42%,35%,Door to CT Time Within 25 Minutes (All Strokes),South
57242,Female,38%,46%,38%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
57242,Male,38%,42%,40%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
65056,Female,75%,92%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,
65056,Male,75%,93%,95%,rtPA Arrive by 2 hour and Treat by 3 hour,
65056,Female,96%,98%,98%,Early Antithrombotics (2 days),
65056,Male,99%,99%,98%,Early Antithrombotics (2 days),
65056,Female,97%,98%,98%,VTE Prophylaxis,
65056,Male,99%,99%,98%,VTE Prophylaxis,
65056,Female,100%,100%,99%,Antithrombotics at discharge,
65056,Male,100%,100%,99%,Antithrombotics at discharge,
65056,Female,100%,98%,97%,Anticoagulation for AF at discharge,
65056,Male,91%,96%,97%,Anticoagulation for AF at discharge,
65056,Female,100%,98%,97%,Statins at Discharge,
65056,Male,100%,97%,98%,Statins at Discharge,
65056,Female,100%,96%,98%,Smoking Cessation Counseling,
65056,Male,100%,95%,97%,Smoking Cessation Counseling,
65056,Female,91%,94%,93%,Defect Free Care,
65056,Male,95%,94%,93%,Defect Free Care,
65056,Male,11%,50%,56%,Door To Needle Time Within 60 Minutes,
65056,Female,10%,24%,34%,Door to CT Time Within 25 Minutes (All Strokes),
65056,Male,15%,25%,35%,Door to CT Time Within 25 Minutes (All Strokes),
65056,Female,38%,32%,38%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,
65056,Male,35%,39%,40%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,
65695,Female,100%,96%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,South
65695,Male,76%,97%,95%,rtPA Arrive by 2 hour and Treat by 3 hour,South
65695,Female,97%,98%,98%,Early Antithrombotics (2 days),South
65695,Male,95%,97%,98%,Early Antithrombotics (2 days),South
65695,Female,83%,97%,98%,VTE Prophylaxis,South
65695,Male,88%,97%,98%,VTE Prophylaxis,South
65695,Female,98%,99%,99%,Antithrombotics at discharge,South
65695,Male,96%,99%,99%,Antithrombotics at discharge,South
65695,Female,85%,97%,97%,Anticoagulation for AF at discharge,South
65695,Male,88%,97%,97%,Anticoagulation for AF at discharge,South
65695,Female,90%,98%,97%,Statins at Discharge,South
65695,Male,95%,99%,98%,Statins at Discharge,South
65695,Female,100%,97%,98%,Smoking Cessation Counseling,South
65695,Male,93%,98%,97%,Smoking Cessation Counseling,South
65695,Female,76%,94%,93%,Defect Free Care,South
65695,Male,81%,94%,93%,Defect Free Care,South
65695,Female,31%,68%,52%,Door To Needle Time Within 60 Minutes,South
65695,Male,23%,66%,56%,Door To Needle Time Within 60 Minutes,South
65695,Female,56%,42%,34%,Door to CT Time Within 25 Minutes (All Strokes),South
65695,Male,55%,42%,35%,Door to CT Time Within 25 Minutes (All Strokes),South
65695,Female,43%,46%,38%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
65695,Male,31%,42%,40%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
69905,Female,50%,83%,83%,Early Antithrombotics (2 days),PR
69905,Male,69%,86%,86%,Early Antithrombotics (2 days),PR
69905,Female,25%,79%,79%,VTE Prophylaxis,PR
69905,Male,77%,79%,79%,VTE Prophylaxis,PR
69905,Female,100%,93%,93%,Antithrombotics at discharge,PR
69905,Female,100%,83%,83%,Statins at Discharge,PR
69905,Female,10%,63%,63%,Defect Free Care,PR
69905,Male,14%,64%,64%,Defect Free Care,PR
69905,Female,20%,25%,25%,Door to CT Time Within 25 Minutes (All Strokes),PR
71305,Female,100%,68%,68%,rtPA Arrive by 2 hour and Treat by 3 hour,PR
71305,Female,95%,83%,83%,Early Antithrombotics (2 days),PR
71305,Male,100%,86%,86%,Early Antithrombotics (2 days),PR
71305,Female,78%,79%,79%,VTE Prophylaxis,PR
71305,Male,89%,79%,79%,VTE Prophylaxis,PR
71305,Female,100%,93%,93%,Antithrombotics at discharge,PR
71305,Male,100%,93%,93%,Antithrombotics at discharge,PR
71305,Female,100%,90%,90%,Anticoagulation for AF at discharge,PR
71305,Male,100%,94%,94%,Anticoagulation for AF at discharge,PR
71305,Female,100%,83%,83%,Statins at Discharge,PR
71305,Male,90%,84%,84%,Statins at Discharge,PR
71305,Female,100%,100%,100%,Smoking Cessation Counseling,PR
71305,Male,100%,94%,94%,Smoking Cessation Counseling,PR
71305,Female,74%,63%,63%,Defect Free Care,PR
71305,Male,83%,64%,64%,Defect Free Care,PR
71305,Female,57%,25%,25%,Door to CT Time Within 25 Minutes (All Strokes),PR
71305,Male,85%,31%,31%,Door to CT Time Within 25 Minutes (All Strokes),PR
71305,Female,11%,56%,56%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,PR
71305,Male,33%,53%,53%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,PR
72828,Female,100%,83%,83%,Early Antithrombotics (2 days),PR
72828,Male,92%,86%,86%,Early Antithrombotics (2 days),PR
72828,Female,38%,79%,79%,VTE Prophylaxis,PR
72828,Male,62%,79%,79%,VTE Prophylaxis,PR
72828,Female,63%,93%,93%,Antithrombotics at discharge,PR
72828,Male,27%,93%,93%,Antithrombotics at discharge,PR
72828,Female,50%,90%,90%,Anticoagulation for AF at discharge,PR
72828,Female,63%,83%,83%,Statins at Discharge,PR
72828,Female,33%,63%,63%,Defect Free Care,PR
72828,Male,8%,64%,64%,Defect Free Care,PR
72828,Female,71%,25%,25%,Door to CT Time Within 25 Minutes (All Strokes),PR
72828,Male,38%,31%,31%,Door to CT Time Within 25 Minutes (All Strokes),PR
75346,Female,100%,68%,68%,rtPA Arrive by 2 hour and Treat by 3 hour,PR
75346,Female,20%,63%,63%,Defect Free Care,PR
75346,Female,50%,25%,25%,Door to CT Time Within 25 Minutes (All Strokes),PR
75346,Female,100%,56%,56%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,PR
77089,Female,86%,83%,83%,Early Antithrombotics (2 days),PR
77089,Male,77%,86%,86%,Early Antithrombotics (2 days),PR
77089,Female,59%,79%,79%,VTE Prophylaxis,PR
77089,Male,47%,79%,79%,VTE Prophylaxis,PR
77089,Female,81%,93%,93%,Antithrombotics at discharge,PR
77089,Male,81%,93%,93%,Antithrombotics at discharge,PR
77089,Female,100%,90%,90%,Anticoagulation for AF at discharge,PR
77089,Female,64%,83%,83%,Statins at Discharge,PR
77089,Male,74%,84%,84%,Statins at Discharge,PR
77089,Male,50%,94%,94%,Smoking Cessation Counseling,PR
77089,Female,42%,63%,63%,Defect Free Care,PR
77089,Male,33%,64%,64%,Defect Free Care,PR
77089,Female,12%,25%,25%,Door to CT Time Within 25 Minutes (All Strokes),PR
77089,Male,16%,31%,31%,Door to CT Time Within 25 Minutes (All Strokes),PR
